player_id,player_name,team,rushing_yds,receptions,receiving_yds,fumbles,touchdowns
f847b563-8a08-46ca-bb57-aee8431a87fd,Mike Strachan,IND,0,3,59,0,0
1a2fbc23-e6db-4d2f-a152-2c774341b7c4,Marvin Jones Jr.,JAC,0,18,208,0,1
3173c5c0-cbb6-11ec-88c8-199e5defa0d2,Kevin Austin Jr.,JAC,0,0,0,0,0
34cc08f0-53ee-4fc8-95a3-971e6620884c,Jaylon Moore,JAC,0,0,0,0,0
73f7ecc0-d2ee-11ec-96a0-c3471a31202c,Kendric Pryor,JAC,0,0,0,0,0
a28f7368-0306-4d20-855f-285a1a09c09c,Zay Jones,JAC,0,27,227,0,1
b4dadef6-a938-4b34-b83c-b64d4a297e02,Tim Jones,JAC,0,1,20,0,0
c871b3a8-72c4-425e-a357-2de37e033c8d,Jamal Agnew,JAC,29,7,78,0,2
ebcd87ce-218c-4144-810b-921c2f59d6e8,Christian Kirk,JAC,7,25,362,1,4
f3debe3e-27e4-4c4a-867a-ec537b5a7826,Seth Williams,JAC,0,0,0,0,0
0b504d67-639b-4ba8-979a-498a3086257b,Chris Moore,HOU,0,8,108,0,0
2995df34-ee81-4320-be1e-1c497b83c927,John Metchie III,HOU,0,0,0,0,0
619eedb0-c968-11ec-89b7-476565ea032f,Drew Estrada,HOU,0,0,0,0,0
93c17735-5275-45cf-b3ef-620351c62313,Tyler Johnson,HOU,0,0,0,0,0
95f9c4fe-b5b0-4075-bdd8-f5b458373df6,Davion Davis,HOU,0,0,0,0,0
a7bee0dc-2f5a-4073-a785-85a34c60dda1,Jalen Camp,HOU,0,0,0,0,0
b6b954eb-4591-4b7a-86b9-a481f15fdd58,Brandin Cooks,HOU,0,24,235,0,1
bd56a50c-5fae-4ee2-8363-f74ae07b6887,Nico Collins,HOU,0,15,272,0,0
c682e8ea-fe48-45d2-af60-682a6125ab22,Phillip Dorsett,HOU,0,1,15,0,0
ef986840-c967-11ec-89b7-476565ea032f,Johnny Johnson III,HOU,0,0,0,0,0
2a977d56-5e34-48dc-986a-e862e6886112,Racey McMath,TEN,0,0,0,0,0
45763342-0208-46ab-a5d2-6c6e4ff66b66,Treylon Burks,TEN,12,10,129,0,0
4d14a6cd-273f-4cf4-aac0-7fe041b6c650,Mason Kinsey,TEN,0,0,0,0,0
5e63e674-adf3-4f4e-929e-4a0ff2cfb1df,Nick Westbrook-Ikhine,TEN,0,7,138,0,0
618bedee-9259-4536-b0ff-fec98d2a20de,Robert Woods,TEN,0,17,204,0,1
6a8b0081-6ac5-4eb7-8840-8fd633568e78,Cody Hollister,TEN,0,1,22,0,0
8db3a609-73f4-4797-ae22-8adf024d473c,C.J. Board,TEN,0,0,0,0,0
d32dad06-4e96-4a95-8db4-3a63948dc685,Kyle Philips,TEN,0,8,78,2,0
e1d69406-4bcf-46d3-b35f-5ef170e5258b,Dez Fitzpatrick,TEN,0,0,0,0,0
3b3c74f0-d2ee-11ec-96a0-c3471a31202c,Kwamie Lassiter II,CIN,0,0,0,0,0
3e2e74e9-18a8-4275-9437-b275db27e2ff,Trent Taylor,CIN,0,0,0,1,0
76a5edec-5ff7-49fa-a8ec-5768a372279d,Tyler Boyd,CIN,0,21,300,0,2
7963b029-5de4-4541-b00a-44eefe4349af,Tee Higgins,CIN,0,26,362,0,2
88856dfa-45ce-4b6e-bbf7-4f8413ac89ca,Mike Thomas,CIN,0,2,38,0,0
8f32cbe6-9c50-4bf7-9e68-057d718fb490,Stanley Morgan,CIN,0,0,0,0,0
ee79ad2e-353a-40cd-9344-c9d84f7e4b63,Trenton Irwin,CIN,0,0,0,0,0
fa99e984-d63b-4ef4-a164-407f68a7eeaf,Ja'Marr Chase,CIN,2,39,475,1,4
00f88be8-45f9-4237-b2b8-3271ec790d07,Amari Cooper,CLE,0,31,348,0,4
14114270-d307-11ec-8b77-45b1765fd110,Mike Harley Jr.,CLE,0,0,0,0,0
169faab3-b52b-40ab-93ea-a08139f3fadb,David Bell,CLE,0,6,66,0,0
5de11f0b-8da9-42ba-9a93-db7f0a58543b,Jakeem Grant Sr.,CLE,0,0,0,0,0
70c462de-b1b5-4c07-8ba2-eb33f3075893,Michael Woods II,CLE,0,1,15,0,0
924edb03-29a9-42ae-92dd-ef7e8a498095,Donovan Peoples-Jones,CLE,2,20,265,0,0
958c9833-2e55-411a-8e0e-ecc229bbeb14,Chester Rogers,CLE,0,0,0,1,0
98374ffa-8c40-49ce-bc85-745ad7d74f91,Anthony Schwartz,CLE,20,1,19,0,0
bdfc7130-1351-11ed-9aaa-89106bfa2f85,Daylen Baldwin,CLE,0,0,0,0,0
cefa3a60-d307-11ec-8b77-45b1765fd110,Isaiah Weston,CLE,0,0,0,0,0
04f9a4be-b236-4eed-9bc4-794f615ccd13,Andy Isabella,BAL,0,2,21,0,0
29269863-13cf-4c66-ac3c-5d9a47e2040a,Tylan Wallace,BAL,0,3,21,0,0
3e618eb6-41f2-4f20-ad70-2460f9366f43,DeSean Jackson,BAL,4,12,233,1,1
46b16198-116f-4913-85db-2bc21462bd66,Demarcus Robinson,BAL,0,9,76,0,1
630e6b5d-0486-4bc3-a919-1f02687c1291,Binjimen Victor,BAL,0,0,0,0,0
c65488d4-251e-40fc-9f32-7019bbdaf75e,James Proche II,BAL,0,1,7,0,0
d93dbc83-e604-4823-a24e-d162cbd8d4d9,Devin Duvernay,BAL,22,18,240,0,3
d9f8b92b-69d4-4d83-9bf2-106ee523efed,Rashod Bateman,BAL,0,11,243,1,2
018e8f25-54e5-44f1-967a-7ff237f1c52f,George Pickens,PIT,1,20,277,0,0
